,Nombre,Apellidos,Nombre y Apellidos,Móvil,Código Postal,Pass,Perfil,Servicios Disponibles,Status,FotoV,Bio,Fecha inscripción,Estrellas,N_opinion
407,Candelas,Larrañaga,Candelas Larrañaga,608604606,03503,44302585,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,09/04/2021,5.0,1
408,Pascuala,Cisneros,Pascuala Cisneros,665386391,41860,50594758,Voluntario,"['Nuevas Tecnologías', 'Servicios del Municipio']",1,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,10/12/2020,3.0,1
409,Calixto,Barreda,Calixto Barreda,626925081,49158,25773423,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,23/01/2022,3.0,1
410,Fito,Malo,Fito Malo,689712505,38730,81735976,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,17/03/2021,4.0,1
411,Valentín,Casanova,Valentín Casanova,636752925,48903,60731398,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",1,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,11/07/2020,2.0,1
412,Adelina,Vall,Adelina Vall,694212882,42165,80356493,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,09/11/2020,3.0,1
413,Calista,Uribe,Calista Uribe,665520348,15407,59466373,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",30/10/2019,5.0,1
414,Urbano,Bernat,Urbano Bernat,623374034,27210,13864152,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,08/01/2022,4.0,1
415,Elba,Rosales,Elba Rosales,673830780,39788,30634727,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,10/02/2020,1.0,1
416,Macaria,Mora,Macaria Mora,663784229,49335,55242553,Voluntario,"['Nuevas Tecnologías', 'Salud']",1,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,08/05/2020,2.0,1
417,Elisabet,Ibáñez,Elisabet Ibáñez,621497994,11689,36863934,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",26/02/2020,5.0,1
418,Amancio,Bravo,Amancio Bravo,660868910,03170,74437660,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",1,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",10/01/2022,3.0,1
419,Jenaro,Almansa,Jenaro Almansa,632394269,36491,23019311,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,02/07/2021,1.0,1
420,María Del Carmen,Leon,María Del Carmen Leon,679837395,34486,35091371,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",0,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,24/05/2022,3.0,1
421,Corona,Díez,Corona Díez,660021629,12210,73251300,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,28/03/2022,5.0,1
422,Adoración,Villena,Adoración Villena,625425027,50240,85353983,Ambos,"['Salud', 'Burocracia']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,09/08/2021,4.0,1
423,Florinda,Escudero,Florinda Escudero,632974310,50258,56843633,Voluntario,"['Salud', 'Burocracia']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,13/10/2020,2.0,1
424,Delfina,Bou,Delfina Bou,613287504,27231,57701754,Voluntario,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,06/03/2021,2.0,1
425,Adoración,Oliveras,Adoración Oliveras,691732061,07629,46550157,Ambos,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,23/04/2020,3.0,1
426,Sebastian,Mínguez,Sebastian Mínguez,685383419,33630,47510320,Ambos,"['Salud', 'El día a día']",1,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,24/10/2021,4.0,1
427,Miguel Ángel,Calvo,Miguel Ángel Calvo,602280908,44312,53997985,Voluntario,"['Nuevas Tecnologías', 'Servicios del Municipio']",0,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,09/07/2021,2.0,1
428,Rosa,Cuevas,Rosa Cuevas,600852140,02125,44343965,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,26/08/2020,2.0,1
429,Narciso,Valbuena,Narciso Valbuena,620614837,09500,81850063,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día']",0,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,30/06/2020,5.0,1
430,Luis,Pérez,Luis Pérez,695367627,31620,86470834,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",1,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",27/01/2020,2.0,1
431,Odalys,Arco,Odalys Arco,653357410,24811,83833296,Voluntario,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,19/12/2019,1.0,1
432,Wálter,Borja,Wálter Borja,636129451,37488,54076363,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,02/08/2019,5.0,1
433,Maxi,Iniesta,Maxi Iniesta,676019848,32623,45363827,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,25/03/2022,4.0,1
434,Moisés,Carmona,Moisés Carmona,640702349,09678,82525356,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,21/12/2020,3.0,1
435,María Teresa,Quintero,María Teresa Quintero,684682914,15174,16493436,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,20/01/2022,3.0,1
436,Rosaura,Vilar,Rosaura Vilar,697071628,22808,75653880,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,05/12/2020,3.0,1
437,Paloma,Abella,Paloma Abella,647587009,20150,67555389,Voluntario,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,28/02/2021,2.0,1
438,Gema,Reyes,Gema Reyes,681432315,08461,19665058,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,30/04/2022,3.0,1
439,Baltasar,Expósito,Baltasar Expósito,665062195,31281,72120894,Ambos,"['El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,15/05/2021,3.0,1
440,Aura,Valentín,Aura Valentín,622412114,39360,65461511,Voluntario,"['Salud', 'Amigos y Ocio']",1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,13/07/2021,1.0,1
441,Eufemia,Frutos,Eufemia Frutos,678023867,16510,55592513,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,26/02/2022,3.0,1
442,Juanito,Castro,Juanito Castro,609593928,09133,73822497,Voluntario,"['Salud', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,28/02/2021,1.0,1
443,Áurea,Maestre,Áurea Maestre,658253100,24839,67852238,Voluntario,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,17/04/2021,5.0,1
444,Urbano,Tormo,Urbano Tormo,671957170,04005,60632888,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,01/09/2020,3.0,1
445,Domingo,Heras,Domingo Heras,641018247,45002,74243338,Voluntario,"['El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",27/11/2021,4.0,1
446,Leire,Cuadrado,Leire Cuadrado,674161420,49623,20910039,Ambos,['Nuevas Tecnologías'],0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,25/12/2019,4.0,1
447,María,Raya,María Raya,640539185,09530,12417568,Ambos,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",29/01/2022,4.0,1
448,Ciro,Carballo,Ciro Carballo,600067879,29100,81059356,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Servicios del Municipio']",1,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,24/09/2019,2.0,1
449,Íñigo,Carpio,Íñigo Carpio,647071072,02142,29569433,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,06/04/2020,4.0,1
450,Flora,Correa,Flora Correa,699667136,37208,55954019,Voluntario,"['Salud', 'El día a día', 'Servicios del Municipio']",1,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,24/03/2021,4.0,1
451,Andrea,Manzanares,Andrea Manzanares,628048176,05571,84863789,Voluntario,"['Amigos y Ocio', 'El día a día']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,21/03/2020,4.0,1
452,Araceli,Llano,Araceli Llano,665974562,05165,12396431,Voluntario,"['El día a día', 'Servicios del Municipio']",0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,20/10/2021,3.0,1
453,Severo,Tolosa,Severo Tolosa,613054917,48640,13660580,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,08/10/2020,5.0,1
454,Agustina,Hervás,Agustina Hervás,625315574,28921,19054094,Voluntario,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,20/04/2022,5.0,1
455,Yago,Coca,Yago Coca,638044726,19357,46621635,Ambos,"['Nuevas Tecnologías', 'Servicios del Municipio']",1,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",25/06/2021,1.0,1
456,Rodolfo,Farré,Rodolfo Farré,608532966,49020,59711653,Voluntario,"['El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,13/02/2022,4.0,1
457,África,Cerezo,África Cerezo,699198826,25573,21198850,Voluntario,"['Burocracia', 'Servicios del Municipio']",0,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",28/09/2019,5.0,1
458,Rosario,Lastra,Rosario Lastra,643695058,08304,46904125,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,25/01/2022,5.0,1
459,Otilia,Tovar,Otilia Tovar,608379295,15855,40808105,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,29/05/2022,1.0,1
460,Rosenda,Comas,Rosenda Comas,688512100,49514,54947216,Voluntario,"['Salud', 'Servicios del Municipio']",1,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,23/03/2022,1.0,1
461,Victoriano,Ochoa,Victoriano Ochoa,663820759,50668,76888122,Voluntario,"['Nuevas Tecnologías', 'El día a día']",1,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,19/05/2020,4.0,1
462,Nazaret,Pi,Nazaret Pi,641366317,14447,50265722,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,26/07/2019,4.0,1
463,Xavier,Fabregat,Xavier Fabregat,674527250,44313,21646638,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día']",0,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,01/03/2020,4.0,1
464,José,Reig,José Reig,637960298,31439,63613312,Ambos,"['El día a día', 'Burocracia']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",06/01/2022,5.0,1
465,Armando,Monreal,Armando Monreal,681809996,35638,39135111,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,20/06/2020,2.0,1
466,Marcela,Piquer,Marcela Piquer,620874303,31870,71761576,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,05/10/2019,1.0,1
467,Rolando,Cornejo,Rolando Cornejo,699563755,09228,60883077,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",29/09/2020,5.0,1
468,Ana Sofía,Vallés,Ana Sofía Vallés,662482023,44222,15456711,Ambos,['Burocracia'],1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,11/09/2019,1.0,1
469,Dominga,Mármol,Dominga Mármol,680286574,31490,68532185,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,03/06/2022,2.0,1
470,Ruth,Cabrera,Ruth Cabrera,612773368,40356,60335118,Ambos,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,23/05/2022,4.0,1
471,Sandra,Sacristán,Sandra Sacristán,636485687,25004,43903995,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,15/12/2020,5.0,1
472,Cornelio,Zorrilla,Cornelio Zorrilla,665789355,06444,50385525,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,27/10/2019,4.0,1
473,Visitación,Saura,Visitación Saura,661533417,19223,82744816,Voluntario,"['Amigos y Ocio', 'Burocracia']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,21/05/2020,3.0,1
474,Albino,Cobos,Albino Cobos,622728068,28983,33626704,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,17/11/2020,3.0,1
475,Sebastián,Soria,Sebastián Soria,630765874,04459,12593194,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,30/12/2020,1.0,1
476,Merche,Nevado,Merche Nevado,622148958,31194,20868322,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",01/04/2022,1.0,1
477,Estrella,Puga,Estrella Puga,692434698,24393,57722758,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",0,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,19/10/2021,5.0,1
478,Florentina,Pinto,Florentina Pinto,692638988,21193,19673989,Ambos,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,21/05/2021,5.0,1
479,Maximiliano,Guitart,Maximiliano Guitart,637390193,35530,28625881,Ambos,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,24/09/2020,4.0,1
480,Evangelina,Madrigal,Evangelina Madrigal,645573840,13250,77889808,Ambos,"['Salud', 'Burocracia']",0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,26/12/2019,1.0,1
481,Javi,Botella,Javi Botella,623725803,24791,84045037,Ambos,"['El día a día', 'Burocracia']",0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,14/05/2020,1.0,1
482,Toño,Salcedo,Toño Salcedo,652825119,32782,52285685,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,18/02/2021,2.0,1
483,Flavio,Palmer,Flavio Palmer,693688631,33213,61697586,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",25/12/2020,4.0,1
484,Reinaldo,Coello,Reinaldo Coello,619564092,12428,20299500,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",17/06/2020,1.0,1
485,Jose Ignacio,Escolano,Jose Ignacio Escolano,617095400,04870,74524755,Voluntario,"['El día a día', 'Servicios del Municipio']",0,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,01/01/2020,2.0,1
486,Francisco,Piñeiro,Francisco Piñeiro,666944309,33199,66074791,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",02/01/2021,4.0,1
487,Estefanía,Hernando,Estefanía Hernando,681892453,35107,39197321,Voluntario,"['Salud', 'Amigos y Ocio']",1,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,25/06/2019,5.0,1
488,Anastasia,Clemente,Anastasia Clemente,687639726,50268,57863968,Voluntario,"['El día a día', 'Burocracia']",0,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,20/02/2021,2.0,1
489,Jesús,Serra,Jesús Serra,696759007,47460,38607840,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,14/01/2020,3.0,1
490,Felicia,Izquierdo,Felicia Izquierdo,699794047,37870,71698599,Ambos,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,27/12/2021,5.0,1
491,Ángel,Jara,Ángel Jara,685443123,38329,78248497,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día']",1,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,22/12/2019,4.0,1
492,Griselda,Sola,Griselda Sola,632823608,35149,86421659,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,19/01/2021,5.0,1
493,Valentina,Benavent,Valentina Benavent,693544811,33846,53148312,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,08/04/2021,2.0,1
494,Vasco,Ojeda,Vasco Ojeda,627811830,33784,42930837,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",1,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,28/02/2020,1.0,1
495,Diana,Martínez,Diana Martínez,674457497,14480,79832254,Voluntario,"['Amigos y Ocio', 'Servicios del Municipio']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",21/05/2021,4.0,1
496,Feliciana,Rodrigo,Feliciana Rodrigo,630160128,16537,87537453,Ambos,"['Amigos y Ocio', 'Burocracia']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,31/05/2022,4.0,1
497,Jenny,Matas,Jenny Matas,606712942,15916,54213288,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",0,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,20/04/2022,4.0,1
498,Heliodoro,Planas,Heliodoro Planas,607122104,32340,36976876,Ambos,"['Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,04/09/2021,3.0,1
499,Reyna,Tomas,Reyna Tomas,644785392,22196,39394320,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,04/01/2022,2.0,1
